Updated On,State,First Dose Administered,Second Dose Administered,Total Doses Administered
21/03/2021,Tamil Nadu,1878339,207782,2086121
21/03/2021,Telangana,692820,202526,895346
21/03/2021,Tripura,254907,66824,321731
21/03/2021,Uttar Pradesh,3341941,790194,4132135
21/03/2021,Uttarakhand,412214,107713,519927
21/03/2021,West Bengal,3147921,501784,3649705
21/03/2021,Miscellaneous,1390280,278151,1668431
21/03/2021,Total,37574302,7491696,45065998
22/03/2021,Andaman and Nicobar Islands,14161,4829,18990
22/03/2021,Andhra Pradesh,1434145,307733,1741878
22/03/2021,Arunachal Pradesh,56605,16821,73426
22/03/2021,Assam,568778,109881,678659
22/03/2021,Bihar,1620295,392764,2013059
22/03/2021,Chandigarh,57257,8956,66213
22/03/2021,Chhattisgarh,1129190,277919,1407109
22/03/2021,Dadra and Nagar Haveli and Daman and Diu,19308,3684,22992
22/03/2021,Delhi,829091,201626,1030717
22/03/2021,Goa,79363,13598,92961
22/03/2021,Gujarat,3341744,609048,3950792
22/03/2021,Haryana,1016959,140404,1157363
22/03/2021,Himachal Pradesh,292939,84827,377766
22/03/2021,Jammu and Kashmir,518666,117592,636258
22/03/2021,Jharkhand,862482,202955,1065437
22/03/2021,Karnataka,2347603,382853,2730456
22/03/2021,Kerala,2089462,342811,2432273
22/03/2021,Ladakh,38476,5794,44270
22/03/2021,Lakshadweep,4264,2029,6293
22/03/2021,Madhya Pradesh,2194960,467674,2662634
22/03/2021,Maharashtra,3924766,630070,4554836
22/03/2021,Manipur,82036,23245,105281
22/03/2021,Meghalaya,60935,21630,82565
22/03/2021,Mizoram,50754,12079,62833
22/03/2021,Nagaland,54152,18819,72971
22/03/2021,Odisha,1508320,373594,1881914
22/03/2021,Puducherry,45916,6282,52198
22/03/2021,Punjab,490362,88097,578459
22/03/2021,Rajasthan,3883490,658050,4541540
22/03/2021,Sikkim,52929,10742,63671
22/03/2021,Tamil Nadu,2019260,219495,2238755
22/03/2021,Telangana,720982,203509,924491
22/03/2021,Tripura,305064,69359,374423
22/03/2021,Uttar Pradesh,3668823,865048,4533871
22/03/2021,Uttarakhand,439317,110284,549601
22/03/2021,West Bengal,3406689,534591,3941280
22/03/2021,Miscellaneous,1401610,324749,1726359
22/03/2021,Total,40631153,7863441,48494594
23/03/2021,Andaman and Nicobar Islands,14751,5001,19752
23/03/2021,Andhra Pradesh,1533631,316719,1850350
23/03/2021,Arunachal Pradesh,58099,17375,75474
23/03/2021,Assam,692538,118081,810619
23/03/2021,Bihar,1734892,402191,2137083
23/03/2021,Chandigarh,58336,9368,67704
23/03/2021,Chhattisgarh,1159298,285740,1445038
23/03/2021,Dadra and Nagar Haveli and Daman and Diu,19979,3731,23710
23/03/2021,Delhi,857007,212720,1069727
23/03/2021,Goa,81950,13884,95834
23/03/2021,Gujarat,3572189,614639,4186828
23/03/2021,Haryana,1058744,141735,1200479
23/03/2021,Himachal Pradesh,314214,86528,400742
23/03/2021,Jammu and Kashmir,537307,124190,661497
23/03/2021,Jharkhand,1017921,208782,1226703
23/03/2021,Karnataka,2456114,390230,2846344
23/03/2021,Kerala,2203867,354677,2558544
23/03/2021,Ladakh,38823,6059,44882
23/03/2021,Lakshadweep,4346,2050,6396
23/03/2021,Madhya Pradesh,2198228,467836,2666064
23/03/2021,Maharashtra,4093349,650488,4743837
23/03/2021,Manipur,83092,25001,108093
23/03/2021,Meghalaya,62690,23904,86594
23/03/2021,Mizoram,51146,12461,63607
23/03/2021,Nagaland,56667,20013,76680
23/03/2021,Odisha,1582282,378445,1960727
23/03/2021,Puducherry,48623,6509,55132
23/03/2021,Punjab,518477,90769,609246
23/03/2021,Rajasthan,4090566,662418,4752984
23/03/2021,Sikkim,55143,11625,66768
23/03/2021,Tamil Nadu,2115424,228488,2343912
23/03/2021,Telangana,792008,218588,1010596
23/03/2021,Tripura,345072,71046,416118
23/03/2021,Uttar Pradesh,3779843,873862,4653705
23/03/2021,Uttarakhand,464298,112637,576935
23/03/2021,West Bengal,3563759,561450,4125209
23/03/2021,Miscellaneous,1417279,380094,1797373
23/03/2021,Total,42731952,8109334,50841286
24/03/2021,Andaman and Nicobar Islands,14934,5068,20002
24/03/2021,Andhra Pradesh,1643888,328146,1972034
24/03/2021,Arunachal Pradesh,58119,17474,75593
24/03/2021,Assam,716328,120799,837127
24/03/2021,Bihar,1835841,409195,2245036
24/03/2021,Chandigarh,59614,9719,69333
24/03/2021,Chhattisgarh,1197167,291767,1488934
24/03/2021,Dadra and Nagar Haveli and Daman and Diu,20566,3772,24338
24/03/2021,Delhi,874509,219920,1094429
24/03/2021,Goa,84491,14521,99012
24/03/2021,Gujarat,3759854,621960,4381814
24/03/2021,Haryana,1070888,142762,1213650
24/03/2021,Himachal Pradesh,325647,87548,413195
24/03/2021,Jammu and Kashmir,537307,124190,661497
24/03/2021,Jharkhand,1130183,213445,1343628
24/03/2021,Karnataka,2631127,398417,3029544
24/03/2021,Kerala,2260396,358455,2618851
24/03/2021,Ladakh,39015,6146,45161
24/03/2021,Lakshadweep,4411,2052,6463
24/03/2021,Madhya Pradesh,2453554,478784,2932338
24/03/2021,Maharashtra,4342646,672128,5014774
24/03/2021,Manipur,83749,27033,110782
24/03/2021,Meghalaya,64165,25049,89214
24/03/2021,Mizoram,51375,12564,63939
24/03/2021,Nagaland,57853,20994,78847
24/03/2021,Odisha,1640229,381808,2022037
24/03/2021,Puducherry,53441,6600,60041
24/03/2021,Punjab,544125,92695,636820
24/03/2021,Rajasthan,4327874,666700,4994574
24/03/2021,Sikkim,56855,11907,68762
24/03/2021,Tamil Nadu,2203535,234718,2438253
24/03/2021,Telangana,831077,219090,1050167
24/03/2021,Tripura,411819,72178,483997
24/03/2021,Uttar Pradesh,3878953,877846,4756799
24/03/2021,Uttarakhand,481990,113980,595970
24/03/2021,West Bengal,3669065,581075,4250140
24/03/2021,Miscellaneous,1429948,428666,1858614
24/03/2021,Total,44846538,8299171,53145709
25/03/2021,Andaman and Nicobar Islands,15377,5295,20672
25/03/2021,Andhra Pradesh,1772829,341152,2113981
25/03/2021,Arunachal Pradesh,60663,18230,78893
25/03/2021,Assam,798627,127723,926350
25/03/2021,Bihar,1965991,415782,2381773
25/03/2021,Chandigarh,60997,10039,71036
25/03/2021,Chhattisgarh,1251396,297510,1548906
25/03/2021,Dadra and Nagar Haveli and Daman and Diu,21004,3843,24847
25/03/2021,Delhi,906665,227967,1134632
25/03/2021,Goa,86915,15032,101947
25/03/2021,Gujarat,4012278,626484,4638762
25/03/2021,Haryana,1116857,144942,1261799
25/03/2021,Himachal Pradesh,363414,88676,452090
25/03/2021,Jammu and Kashmir,566021,131274,697295
25/03/2021,Jharkhand,1166316,217759,1384075
25/03/2021,Karnataka,2721173,402779,3123952
25/03/2021,Kerala,2408804,363741,2772545
25/03/2021,Ladakh,39097,6250,45347
25/03/2021,Lakshadweep,4431,2059,6490
25/03/2021,Madhya Pradesh,2590041,484883,3074924
25/03/2021,Maharashtra,4541032,687865,5228897
25/03/2021,Manipur,84235,28805,113040
25/03/2021,Meghalaya,66335,27072,93407
25/03/2021,Mizoram,51831,12719,64550
25/03/2021,Nagaland,58818,21651,80469
25/03/2021,Odisha,1708888,386329,2095217
25/03/2021,Puducherry,56187,6652,62839
25/03/2021,Punjab,571441,94954,666395
25/03/2021,Rajasthan,4387817,669692,5057509
25/03/2021,Sikkim,58474,12049,70523
25/03/2021,Tamil Nadu,2297100,240102,2537202
25/03/2021,Telangana,866810,221499,1088309
25/03/2021,Tripura,480134,73661,553795
25/03/2021,Uttar Pradesh,4121612,900996,5022608
25/03/2021,Uttarakhand,508638,115457,624095
25/03/2021,West Bengal,3771752,600615,4372367
25/03/2021,Miscellaneous,1441472,471430,1912902
25/03/2021,Total,47001472,8502968,55504440
26/03/2021,Andaman and Nicobar Islands,15639,5352,20991
26/03/2021,Andhra Pradesh,1865305,353748,2219053
26/03/2021,Arunachal Pradesh,62551,18982,81533
26/03/2021,Assam,854733,132071,986804
26/03/2021,Bihar,2096425,423448,2519873
26/03/2021,Chandigarh,62270,10444,72714
26/03/2021,Chhattisgarh,1313097,301916,1615013
26/03/2021,Dadra and Nagar Haveli and Daman and Diu,21813,3984,25797
26/03/2021,Delhi,923905,232641,1156546
26/03/2021,Goa,89353,15719,105072
26/03/2021,Gujarat,4277895,630820,4908715
26/03/2021,Haryana,1156125,146552,1302677
26/03/2021,Himachal Pradesh,383719,89939,473658
26/03/2021,Jammu and Kashmir,590661,135575,726236
26/03/2021,Jharkhand,1228469,218819,1447288
26/03/2021,Karnataka,2875521,410308,3285829
26/03/2021,Kerala,2536834,368111,2904945
26/03/2021,Ladakh,39181,6378,45559
26/03/2021,Lakshadweep,4510,2066,6576
26/03/2021,Madhya Pradesh,2593674,484999,3078673
26/03/2021,Maharashtra,4786833,707926,5494759
26/03/2021,Manipur,85103,31121,116224
26/03/2021,Meghalaya,67821,28103,95924
26/03/2021,Mizoram,52575,13156,65731
26/03/2021,Nagaland,59450,21967,81417
26/03/2021,Odisha,1778321,389635,2167956
26/03/2021,Puducherry,58833,6745,65578
26/03/2021,Punjab,598789,96887,695676
26/03/2021,Rajasthan,4632659,674962,5307621
26/03/2021,Sikkim,60149,12160,72309
26/03/2021,Tamil Nadu,2398870,246944,2645814
26/03/2021,Telangana,903925,224707,1128632
26/03/2021,Tripura,568092,75025,643117
26/03/2021,Uttar Pradesh,4332916,908053,5240969
26/03/2021,Uttarakhand,532889,116611,649500
26/03/2021,West Bengal,4064503,623669,4688172
26/03/2021,Miscellaneous,1453210,513612,1966822
26/03/2021,Total,49426618,8683155,58109773
27/03/2021,Andaman and Nicobar Islands,15989,5372,21361
27/03/2021,Andhra Pradesh,1974734,367221,2341955
27/03/2021,Arunachal Pradesh,64272,19178,83450
27/03/2021,Assam,870710,133328,1004038
27/03/2021,Bihar,2206580,427657,2634237
27/03/2021,Chandigarh,63532,10698,74230
27/03/2021,Chhattisgarh,1423884,305953,1729837
27/03/2021,Dadra and Nagar Haveli and Daman and Diu,22249,4039,26288
27/03/2021,Delhi,959715,237160,1196875
27/03/2021,Goa,91828,15892,107720
27/03/2021,Gujarat,4524687,633743,5158430
27/03/2021,Haryana,1171027,147158,1318185
27/03/2021,Himachal Pradesh,403332,90405,493737
27/03/2021,Jammu and Kashmir,612275,139347,751622
27/03/2021,Jharkhand,1334882,221450,1556332
27/03/2021,Karnataka,2985601,415016,3400617
27/03/2021,Kerala,2647764,371882,3019646
27/03/2021,Ladakh,39298,6394,45692
27/03/2021,Lakshadweep,4724,2076,6800
27/03/2021,Madhya Pradesh,2699003,489494,3188497
27/03/2021,Maharashtra,5004331,721705,5726036
27/03/2021,Manipur,85714,32454,118168
27/03/2021,Meghalaya,68232,28183,96415
27/03/2021,Mizoram,52575,13156,65731
27/03/2021,Nagaland,59603,22073,81676
27/03/2021,Odisha,1844679,391944,2236623
27/03/2021,Puducherry,61157,6823,67980
27/03/2021,Punjab,630437,98693,729130
27/03/2021,Rajasthan,4806418,677766,5484184
27/03/2021,Sikkim,60149,12160,72309
27/03/2021,Tamil Nadu,2498283,253345,2751628
27/03/2021,Telangana,944950,225457,1170407
27/03/2021,Tripura,576738,75192,651930
27/03/2021,Uttar Pradesh,4393060,910382,5303442
27/03/2021,Uttarakhand,548177,117507,665684
27/03/2021,West Bengal,4229323,636122,4865445
27/03/2021,Miscellaneous,1461524,561921,2023445
27/03/2021,Total,51441436,8828346,60269782
28/03/2021,Andaman and Nicobar Islands,15989,5372,21361
28/03/2021,Andhra Pradesh,1981486,368793,2350279
28/03/2021,Arunachal Pradesh,64272,19178,83450
28/03/2021,Assam,870902,133346,1004248
28/03/2021,Bihar,2206580,427657,2634237
28/03/2021,Chandigarh,63620,10703,74323
28/03/2021,Chhattisgarh,1456510,306665,1763175
28/03/2021,Dadra and Nagar Haveli and Daman and Diu,22249,4039,26288
28/03/2021,Delhi,959715,237160,1196875
28/03/2021,Goa,91828,15892,107720
28/03/2021,Gujarat,4616750,634130,5250880
28/03/2021,Haryana,1172236,147164,1319400
28/03/2021,Himachal Pradesh,403332,90405,493737
28/03/2021,Jammu and Kashmir,612275,139347,751622
28/03/2021,Jharkhand,1341869,221552,1563421
28/03/2021,Karnataka,3000838,415341,3416179
28/03/2021,Kerala,2659617,371993,3031610
28/03/2021,Ladakh,39298,6394,45692
28/03/2021,Lakshadweep,4724,2076,6800
28/03/2021,Madhya Pradesh,2699003,489494,3188497
28/03/2021,Maharashtra,5023688,722914,5746602
28/03/2021,Manipur,85717,32505,118222
28/03/2021,Meghalaya,68243,28183,96426
28/03/2021,Mizoram,52575,13156,65731
28/03/2021,Nagaland,59603,22073,81676
28/03/2021,Odisha,1844679,391944,2236623
28/03/2021,Puducherry,61157,6823,67980
28/03/2021,Punjab,643575,99052,742627
28/03/2021,Rajasthan,4806418,677766,5484184
28/03/2021,Sikkim,60149,12160,72309
28/03/2021,Tamil Nadu,2498283,253345,2751628
28/03/2021,Telangana,950014,225462,1175476
28/03/2021,Tripura,582814,75233,658047
28/03/2021,Uttar Pradesh,4393145,910385,5303530
28/03/2021,Uttarakhand,548314,117507,665821
28/03/2021,West Bengal,4230496,636238,4866734
28/03/2021,Miscellaneous,1468271,598754,2067025
28/03/2021,Total,51660234,8870201,60530435
29/03/2021,Andaman and Nicobar Islands,15989,5372,21361
29/03/2021,Andhra Pradesh,2035410,372913,2408323
29/03/2021,Arunachal Pradesh,64618,19190,83808
29/03/2021,Assam,873157,133546,1006703
29/03/2021,Bihar,2206580,427657,2634237
29/03/2021,Chandigarh,63620,10703,74323
29/03/2021,Chhattisgarh,1456510,306665,1763175
29/03/2021,Dadra and Nagar Haveli and Daman and Diu,22249,4039,26288
29/03/2021,Delhi,960057,237170,1197227
29/03/2021,Goa,92572,16030,108602
29/03/2021,Gujarat,4628511,634395,5262906
29/03/2021,Haryana,1172236,147164,1319400
29/03/2021,Himachal Pradesh,404269,90426,494695
29/03/2021,Jammu and Kashmir,634953,142895,777848
29/03/2021,Jharkhand,1342204,221648,1563852
29/03/2021,Karnataka,3130801,421237,3552038
29/03/2021,Kerala,2805410,376210,3181620
29/03/2021,Ladakh,39298,6394,45692
29/03/2021,Lakshadweep,4724,2076,6800
29/03/2021,Madhya Pradesh,2699003,489494,3188497
29/03/2021,Maharashtra,5057844,724821,5782665
29/03/2021,Manipur,85731,32560,118291
29/03/2021,Meghalaya,69157,28425,97582
29/03/2021,Mizoram,52576,13272,65848
29/03/2021,Nagaland,59620,22074,81694
29/03/2021,Odisha,1844679,391944,2236623
29/03/2021,Puducherry,63209,6915,70124
29/03/2021,Punjab,654673,99681,754354
29/03/2021,Rajasthan,4806418,677766,5484184
29/03/2021,Sikkim,60149,12160,72309
29/03/2021,Tamil Nadu,2611426,260087,2871513
29/03/2021,Telangana,950014,225462,1175476
29/03/2021,Tripura,582814,75233,658047
29/03/2021,Uttar Pradesh,4393145,910385,5303530
29/03/2021,Uttarakhand,548314,117507,665821
29/03/2021,West Bengal,4250981,637644,4888625
29/03/2021,Miscellaneous,1468477,600796,2069273
29/03/2021,Total,52211398,8901956,61113354
30/03/2021,Andaman and Nicobar Islands,16480,5608,22088
30/03/2021,Andhra Pradesh,2121512,382967,2504479
30/03/2021,Arunachal Pradesh,65951,19938,85889
30/03/2021,Assam,901311,137991,1039302
30/03/2021,Bihar,2281396,430301,2711697
30/03/2021,Chandigarh,64871,11082,75953
30/03/2021,Chhattisgarh,1508503,310243,1818746
30/03/2021,Dadra and Nagar Haveli and Daman and Diu,22952,4279,27231
30/03/2021,Delhi,993695,244260,1237955
30/03/2021,Goa,95243,17411,112654
30/03/2021,Gujarat,4828685,653365,5482050
30/03/2021,Haryana,1331532,151167,1482699
30/03/2021,Himachal Pradesh,431342,91476,522818
30/03/2021,Jammu and Kashmir,656985,146839,803824
30/03/2021,Jharkhand,1350812,223556,1574368
30/03/2021,Karnataka,3242113,427360,3669473
30/03/2021,Kerala,2957153,382708,3339861
30/03/2021,Ladakh,39387,6425,45812
30/03/2021,Lakshadweep,4829,2130,6959
30/03/2021,Madhya Pradesh,2702019,489773,3191792
30/03/2021,Maharashtra,5255093,738033,5993126
30/03/2021,Manipur,86044,33529,119573
30/03/2021,Meghalaya,70556,29281,99837
30/03/2021,Mizoram,52785,13527,66312
30/03/2021,Nagaland,62104,23183,85287
30/03/2021,Odisha,1925880,401042,2326922
30/03/2021,Puducherry,63342,6916,70258
30/03/2021,Punjab,690010,102319,792329
30/03/2021,Rajasthan,4887410,694762,5582172
30/03/2021,Sikkim,60964,12322,73286
30/03/2021,Tamil Nadu,2684001,268310,2952311
30/03/2021,Telangana,1034705,227420,1262125
30/03/2021,Tripura,610584,76640,687224
30/03/2021,Uttar Pradesh,4417459,910960,5328419
30/03/2021,Uttarakhand,563392,119615,683007
30/03/2021,West Bengal,4437985,653118,5091103
30/03/2021,Miscellaneous,1469950,615462,2085412
30/03/2021,Total,53989035,9065318,63054353
31/03/2021,Andaman and Nicobar Islands,16480,5608,22088
31/03/2021,Andhra Pradesh,2211816,393353,2605169
31/03/2021,Arunachal Pradesh,65951,19938,85889
31/03/2021,Assam,908707,140267,1048974
31/03/2021,Bihar,2398125,436013,2834138
31/03/2021,Chandigarh,66030,11551,77581
31/03/2021,Chhattisgarh,1624926,317179,1942105
31/03/2021,Dadra and Nagar Haveli and Daman and Diu,23619,4447,28066
31/03/2021,Delhi,1014199,251453,1265652
31/03/2021,Goa,97320,18430,115750
31/03/2021,Gujarat,5024412,675762,5700174
31/03/2021,Haryana,1437776,153823,1591599
31/03/2021,Himachal Pradesh,439777,92276,532053
31/03/2021,Jammu and Kashmir,656985,146839,803824
31/03/2021,Jharkhand,1369270,227163,1596433
31/03/2021,Karnataka,3374768,436239,3811007
31/03/2021,Kerala,3015107,386811,3401918
31/03/2021,Ladakh,39516,6494,46010
31/03/2021,Lakshadweep,4829,2130,6959
31/03/2021,Madhya Pradesh,2855859,500807,3356666
31/03/2021,Maharashtra,5454614,754723,6209337
31/03/2021,Manipur,86331,34507,120838
31/03/2021,Meghalaya,71605,29871,101476
31/03/2021,Mizoram,52859,13807,66666
31/03/2021,Nagaland,63473,23774,87247
31/03/2021,Odisha,1999347,411674,2411021
31/03/2021,Puducherry,67035,7130,74165
31/03/2021,Punjab,736424,106024,842448
31/03/2021,Rajasthan,4999156,722156,5721312
31/03/2021,Sikkim,61362,12379,73741
31/03/2021,Tamil Nadu,2757835,273796,3031631
31/03/2021,Telangana,1066073,229741,1295814
31/03/2021,Tripura,620166,77180,697346
31/03/2021,Uttar Pradesh,4483979,914705,5398684
31/03/2021,Uttarakhand,577234,121665,698899
31/03/2021,West Bengal,4561135,669031,5230166
31/03/2021,Miscellaneous,1479101,705949,2185050
31/03/2021,Total,55783201,9334695,65117896
01/04/2021,Andaman and Nicobar Islands,17208,5666,22874
01/04/2021,Andhra Pradesh,2328950,406552,2735502
01/04/2021,Arunachal Pradesh,71504,21655,93159
01/04/2021,Assam,937673,146070,1083743
01/04/2021,Bihar,2599756,445297,3045053
01/04/2021,Chandigarh,68995,12085,81080
01/04/2021,Chhattisgarh,1851931,325182,2177113
01/04/2021,Dadra and Nagar Haveli and Daman and Diu,26876,4731,31607
01/04/2021,Delhi,1076552,260201,1336753
01/04/2021,Goa,100899,19506,120405
01/04/2021,Gujarat,5459159,706017,6165176
01/04/2021,Haryana,1544298,157502,1701800
01/04/2021,Himachal Pradesh,484104,93477,577581
01/04/2021,Jammu and Kashmir,693927,151898,845825
01/04/2021,Jharkhand,1392034,230961,1622995
01/04/2021,Karnataka,3505736,441200,3946936
01/04/2021,Kerala,3099836,390298,3490134
01/04/2021,Ladakh,43775,6547,50322
01/04/2021,Lakshadweep,5090,2130,7220
01/04/2021,Madhya Pradesh,3220877,515109,3735986
01/04/2021,Maharashtra,5749202,770774,6519976
01/04/2021,Manipur,86708,35827,122535
01/04/2021,Meghalaya,74888,30714,105602
01/04/2021,Mizoram,53603,14421,68024
01/04/2021,Nagaland,65168,24347,89515
01/04/2021,Odisha,2190790,423393,2614183
01/04/2021,Puducherry,69200,7370,76570
01/04/2021,Punjab,809761,111085,920846
01/04/2021,Rajasthan,5249027,756876,6005903
01/04/2021,Sikkim,65348,12544,77892
01/04/2021,Tamil Nadu,2835444,279179,3114623
01/04/2021,Telangana,1125512,232883,1358395
01/04/2021,Tripura,641213,78538,719751
01/04/2021,Uttar Pradesh,4766418,931369,5697787
01/04/2021,Uttarakhand,615072,124889,739961
01/04/2021,West Bengal,4733333,685936,5419269
01/04/2021,Miscellaneous,1488931,778111,2267042
01/04/2021,Total,59148798,9640340,68789138
02/04/2021,Andaman and Nicobar Islands,17669,5198,22867
02/04/2021,Andhra Pradesh,2495977,411625,2907602
02/04/2021,Arunachal Pradesh,77143,23083,100226
02/04/2021,Assam,1003488,163636,1167124
02/04/2021,Bihar,2690447,430946,3121393
02/04/2021,Chandigarh,71745,13070,84815
02/04/2021,Chhattisgarh,2181661,335795,2517456
02/04/2021,Dadra and Nagar Haveli and Daman and Diu,31564,6190,37754
02/04/2021,Delhi,1156290,273623,1429913
02/04/2021,Goa,109280,20895,130175
02/04/2021,Gujarat,5812421,765853,6578274
02/04/2021,Haryana,1558348,156222,1714570
02/04/2021,Himachal Pradesh,505998,89694,595692
02/04/2021,Jammu and Kashmir,725720,164014,889734
02/04/2021,Jharkhand,1489422,257300,1746722
02/04/2021,Karnataka,3823255,474839,4298094
02/04/2021,Kerala,3308955,411492,3720447
02/04/2021,Ladakh,49210,6898,56108
02/04/2021,Lakshadweep,5706,1815,7521
02/04/2021,Madhya Pradesh,3377402,525938,3903340
02/04/2021,Maharashtra,6247362,780138,7027500
02/04/2021,Manipur,83274,32270,115544
02/04/2021,Meghalaya,85992,34154,120146
02/04/2021,Mizoram,56979,14889,71868
02/04/2021,Nagaland,60743,23028,83771
02/04/2021,Odisha,2309764,389688,2699452
02/04/2021,Puducherry,70647,7124,77771
02/04/2021,Punjab,973046,117044,1090090
02/04/2021,Rajasthan,5379570,772015,6151585
02/04/2021,Sikkim,66638,13266,79904
02/04/2021,Tamil Nadu,2829190,272288,3101478
02/04/2021,Telangana,1148692,245427,1394119
02/04/2021,Tripura,629858,79527,709385
02/04/2021,Uttar Pradesh,5366904,1061169,6428073
02/04/2021,Uttarakhand,690893,135781,826674
02/04/2021,West Bengal,5100255,672027,5772282
02/04/2021,Miscellaneous,1490081,784745,2274826
02/04/2021,Total,63081589,9972706,73054295
03/04/2021,Andaman and Nicobar Islands,18190,5242,23432
03/04/2021,Andhra Pradesh,2585721,421747,3007468
03/04/2021,Arunachal Pradesh,80367,24069,104436
03/04/2021,Assam,1033247,172811,1206058
03/04/2021,Bihar,2795440,437120,3232560
03/04/2021,Chandigarh,75037,13626,88663
03/04/2021,Chhattisgarh,2351463,342599,2694062
03/04/2021,Dadra and Nagar Haveli and Daman and Diu,34854,6496,41350
03/04/2021,Delhi,1217323,281444,1498767
03/04/2021,Goa,112067,21751,133818
03/04/2021,Gujarat,6127830,795178,6923008
03/04/2021,Haryana,1600351,158241,1758592
03/04/2021,Himachal Pradesh,524093,90771,614864
03/04/2021,Jammu and Kashmir,754726,167836,922562
03/04/2021,Jharkhand,1511113,260903,1772016
03/04/2021,Karnataka,4007374,481282,4488656
03/04/2021,Kerala,3430171,419834,3850005
03/04/2021,Ladakh,52961,6956,59917
03/04/2021,Lakshadweep,5949,1840,7789
03/04/2021,Madhya Pradesh,3549851,533820,4083671
03/04/2021,Maharashtra,6559094,795150,7354244
03/04/2021,Manipur,84338,34307,118645
03/04/2021,Meghalaya,87064,34455,121519
03/04/2021,Mizoram,57050,14937,71987
03/04/2021,Nagaland,60826,23165,83991
03/04/2021,Odisha,2426177,397133,2823310
03/04/2021,Puducherry,74151,7306,81457
03/04/2021,Punjab,1049891,121071,1170962
03/04/2021,Rajasthan,5624931,806670,6431601
03/04/2021,Sikkim,67370,13284,80654
03/04/2021,Tamil Nadu,2871776,279902,3151678
03/04/2021,Telangana,1196610,249892,1446502
03/04/2021,Tripura,640102,81006,721108
03/04/2021,Uttar Pradesh,5571181,1071915,6643096
03/04/2021,Uttarakhand,730947,139958,870905
03/04/2021,West Bengal,5271541,686947,5958488
03/04/2021,Miscellaneous,1498293,839517,2337810
03/04/2021,Total,65739470,10240181,75979651
04/04/2021,Andaman and Nicobar Islands,18833,5243,24076
04/04/2021,Andhra Pradesh,2627356,426186,3053542
04/04/2021,Arunachal Pradesh,81893,24373,106266
04/04/2021,Assam,1045431,175508,1220939
04/04/2021,Bihar,2931751,442459,3374210
04/04/2021,Chandigarh,77467,13879,91346
04/04/2021,Chhattisgarh,2659230,351359,3010589
04/04/2021,Dadra and Nagar Haveli and Daman and Diu,37685,6683,44368
04/04/2021,Delhi,1296408,286639,1583047
04/04/2021,Goa,114143,22023,136166
04/04/2021,Gujarat,6552816,837619,7390435
04/04/2021,Haryana,1644625,159605,1804230
04/04/2021,Himachal Pradesh,541886,91646,633532
04/04/2021,Jammu and Kashmir,781331,170035,951366
04/04/2021,Jharkhand,1603481,264921,1868402
04/04/2021,Karnataka,4123367,484817,4608184
04/04/2021,Kerala,3462664,421560,3884224
04/04/2021,Ladakh,55645,6962,62607
04/04/2021,Lakshadweep,6243,1846,8089
04/04/2021,Madhya Pradesh,3688501,538769,4227270
04/04/2021,Maharashtra,6879975,806946,7686921
04/04/2021,Manipur,84572,34779,119351
04/04/2021,Meghalaya,87281,34523,121804
04/04/2021,Mizoram,57059,14971,72030
04/04/2021,Nagaland,60909,23222,84131
04/04/2021,Odisha,2710936,408445,3119381
04/04/2021,Puducherry,75651,7402,83053
04/04/2021,Punjab,1129011,123537,1252548
04/04/2021,Rajasthan,6020639,847987,6868626
04/04/2021,Sikkim,67561,13295,80856
04/04/2021,Tamil Nadu,2901208,285389,3186597
04/04/2021,Telangana,1233204,252272,1485476
04/04/2021,Tripura,648769,81743,730512
04/04/2021,Uttar Pradesh,5683248,1078039,6761287
04/04/2021,Uttarakhand,773465,143083,916548
04/04/2021,West Bengal,5416000,696805,6112805
04/04/2021,Miscellaneous,1498594,841755,2340349
04/04/2021,Total,68678838,10426325,79105163
05/04/2021,Andaman and Nicobar Islands,19927,5290,25217
05/04/2021,Andhra Pradesh,2739725,439362,3179087
05/04/2021,Arunachal Pradesh,83411,24181,107592
05/04/2021,Assam,1087024,189358,1276382
05/04/2021,Bihar,3128321,452993,3581314
05/04/2021,Chandigarh,80579,14308,94887
05/04/2021,Chhattisgarh,2765623,355118,3120741
05/04/2021,Dadra and Nagar Haveli and Daman and Diu,41922,7200,49122
05/04/2021,Delhi,1373454,299084,1672538
05/04/2021,Goa,117638,23387,141025
05/04/2021,Gujarat,6817703,871804,7689507
05/04/2021,Haryana,1748000,165936,1913936
05/04/2021,Himachal Pradesh,577594,93382,670976
05/04/2021,Jammu and Kashmir,815056,166590,981646
05/04/2021,Jharkhand,1685153,266344,1951497
05/04/2021,Karnataka,4330730,493047,4823777
05/04/2021,Kerala,3597752,433230,4030982
05/04/2021,Ladakh,59196,6678,65874
05/04/2021,Lakshadweep,6303,1893,8196
05/04/2021,Madhya Pradesh,3915779,547709,4463488
05/04/2021,Maharashtra,7298206,829042,8127248
05/04/2021,Manipur,84333,36339,120672
05/04/2021,Meghalaya,87720,33868,121588
05/04/2021,Mizoram,57835,15731,73566
05/04/2021,Nagaland,62688,23533,86221
05/04/2021,Odisha,2868211,418839,3287050
05/04/2021,Puducherry,77398,8023,85421
05/04/2021,Punjab,1201737,126499,1328236
05/04/2021,Rajasthan,6400581,898724,7299305
05/04/2021,Sikkim,70887,12910,83797
05/04/2021,Tamil Nadu,2907580,298198,3205778
05/04/2021,Telangana,1296813,257959,1554772
05/04/2021,Tripura,663699,82607,746306
